MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 69922629933423,14-9-2018 00:00:00,RP2404215405628900,RP46943412094989716763691726108862580,789.00,GBP,14-9-2018,846225,77667222,FREDAROBERTS,709526,81182081,Johnette Hanniger,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,14-9-2018,812
RPS FPS 71648067953122,8-4-2018 00:00:00,RP3347998241540570,RP46884711419146714113076664369221309,225.00,GBP,8-4-2018,283474,77668222,MAGDASTANDER,361590,70247973,Sebastien Dowderswell,INVOICES 22 +268,10,FPS,BOOK,COMPLETE,O,934,11,8-4-2018,603
RPS FPS 42735855981607,13-11-2018 00:00:00,RP1838863636404840,RP46977052351551515285284765958934999,803.00,GBP,13-11-2018,307660,77693222,NADEZHDAIVANOVA,381864,80796491,Gerard Marlowe,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-11-2018,612
RPS FPS 68589948481006,10-2-2018 00:00:00,RP3601508927575000,RP46956162625292540466290430809196838,907.00,GBP,10-2-2018,575908,77717222,NADEZHDAKUZHAROVA,720543,35190262,Nina Elders,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-2-2018,612
RPS FPS 85374768069142,27-9-2018 00:00:00,RP9201579943606940,RP46967231817898359857790809128793776,262.00,GBP,27-9-2018,611517,77753222,IDASEVERINO,657385,40203410,Layla Dubs,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,27-9-2018,812
RPS FPS 46592235532370,16-7-2018 00:00:00,RP9369158362066440,RP46918462789868509951287604819292258,727.00,GBP,16-7-2018,431130,77799222,ABU OBAIDAALAGHAWEAK,850820,37268756,Moise Sleith,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-7-2018,812
RPS FPS 79772770316410,1-5-2018 00:00:00,RP3778281282877010,RP46953772288549590168487355368831824,390.00,GBP,1-5-2018,463034,77803222,ABU OBAIDAHAFEZWEAK,455743,79477790,Lindsay Roskruge,INVOICES 22 +269,10,FPS,BOOK,COMPLETE,O,934,11,1-5-2018,603
RPS FPS 31572309211512,14-1-2018 00:00:00,RP8452069669823680,RP46884832090641559092285634568922413,908.00,GBP,14-1-2018,604225,77810222,ABU UBAIDAAL-JAZA'IRI,656860,80480090,Pippy Vasyutin,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-1-2018,612
RPS FPS 31966373705790,25-2-2018 00:00:00,RP4094482055456790,RP46881482822520534380286451068865659,57.00,GBP,25-2-2018,691512,77812222,AAL-JAZA'IRI,749989,83548652,Gifford Hegarty,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,25-2-2018,612
RPS FPS 35848764890335,22-1-2018 00:00:00,RP9386692894184390,RP46920172549228577233381762439339113,788.00,GBP,22-1-2018,688875,77818222,AL-JAZA'IRIA,793109,63329187,Welsh Benardeau,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,22-1-2018,812
RPS FPS 39355550069939,5-4-2018 00:00:00,RP9896299633489840,RP46912291765226760293681870209256522,346.00,GBP,5-4-2018,655932,77915222,"MARIA,ADELAIDAPEDROSA ROLDAN",339719,77467253,Tonnie Dooney,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,5-4-2018,812
RPS FPS 11099659094323,6-2-2018 00:00:00,RP3321705228309370,RP46802992959889540799890354479266922,635.00,GBP,6-2-2018,431016,77938222,"MOHAMMED,ABDEL-HALIM,HEMAIDASALEH",852413,47285802,Allx Beere,INVOICES 22 +269,10,FPS,BOOK,COMPLETE,O,934,11,6-2-2018,603
RPS FPS 67620115841173,15-11-2018 00:00:00,RP8580142037898900,RP46842413134418480362390465519233993,461.00,GBP,15-11-2018,824552,77953222,MOHAMMEDSALEH,640458,54273411,Christel Huntley,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-11-2018,612
RPS FPS 60212242832815,22-11-2018 00:00:00,RP3715332111305090,RP46903031853581696229986655559270824,488.00,GBP,22-11-2018,445898,77969222,"MOHAMMED,ABDEL-HALIMSALEH",779918,79440229,Eben Leinster,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,22-11-2018,612
RPS FPS 89858942157093,18-5-2018 00:00:00,RP7365717147732760,RP46844702148004645434479227788926052,24.00,GBP,18-5-2018,716449,77985222,ABDEL-HALIMSALEH,326937,46673363,Hector Overel,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,18-5-2018,812
RPS FPS 72309367129221,26-9-2018 00:00:00,RP1593478603982420,RP46840822398313480451686376858922238,933.00,GBP,26-9-2018,780053,77991222,HEMAIDASALEH,395701,46362667,Lorrin Lilie,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,26-9-2018,812
RPS FPS 61677852710956,8-8-2018 00:00:00,RP3892801844076760,RP46929042956329540703578594968857263,282.00,GBP,8-8-2018,838256,77996222,MSALEH,260984,46756267,Sebastian Klulicek,INVOICES 22 +270,10,FPS,BOOK,COMPLETE,O,934,11,8-8-2018,603
RPS FPS 49896940293680,15-1-2018 00:00:00,RP5602971693940520,RP46834712482110520660683052899257245,386.00,GBP,15-1-2018,460462,78061222,SALEHM,871398,40284457,Moyra OIlier,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-1-2018,612
RPS FPS 20637026118980,10-12-2018 00:00:00,RP8258006846569070,RP46874631640995572047277080609073908,465.00,GBP,10-12-2018,692073,78083222,"M,ASALEH",612780,47339672,Hilary Filchagin,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-12-2018,612
RPS FPS 57738768525697,12-8-2018 00:00:00,RP7422865705722140,RP46888552676418380637186954518805642,148.00,GBP,12-8-2018,358218,78085222,SALEHM A,332215,79628816,Torrey Bagnall,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,12-8-2018,812
RPS FPS 50262735516629,9-10-2018 00:00:00,RP9595141193545300,RP46911882207127716210480873638831671,271.00,GBP,9-10-2018,412892,78152222,"M,A,HSALEH",511123,46760231,Florian Sizland,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,9-10-2018,812
RPS FPS 90957114491961,2-10-2018 00:00:00,RP5342327619673200,RP46924381242178578289181279679237167,376.00,GBP,2-10-2018,587096,78163222,SALEHM A H,801362,45609444,Annabelle Andriss,INVOICES 22 +270,10,FPS,BOOK,COMPLETE,O,934,11,2-10-2018,603
RPS FPS 11707132471743,10-12-2018 00:00:00,RP6614185501050950,RP46938952075170353295679029439241980,250.00,GBP,10-12-2018,309360,78198222,"MOHAMMED,ASALEH",311289,63850353,Diannne McManamon,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,10-12-2018,612
RPS FPS 44449367291308,18-11-2018 00:00:00,RP4123027569842930,RP46820331189197592560676890209160338,958.00,GBP,18-11-2018,640440,78199222,SALEHMOHAMMED A,848338,77572309,Stephan Benger,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-11-2018,612
RPS FPS 70007342399378,14-11-2018 00:00:00,RP4765835582327780,RP46811931404810737483287053669342156,514.00,GBP,14-11-2018,381615,78212222,"MOHAMMED,HSALEH",326518,68526119,Jaye Ondra,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,14-11-2018,812
RPS FPS 83492991934799,7-12-2018 00:00:00,RP4150741480316380,RP46805152297048392065177885709175903,869.00,GBP,7-12-2018,479872,78235222,SALEHMOHAMMED H,810710,86775939,Therine Ivanovic,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,7-12-2018,812
RPS FPS 38541904452984,25-1-2018 00:00:00,RP8597592833829440,RP46825902337511405654282127689336244,597.00,GBP,25-1-2018,792085,78239222,ASALEH,353149,38629899,Marna O'Lennane,INVOICES 22 +271,10,FPS,BOOK,COMPLETE,O,934,11,25-1-2018,603
RPS FPS 93188135314445,1-6-2018 00:00:00,RP8343625309296290,RP46929712146227753741984933389261580,766.00,GBP,1-6-2018,758799,78242222,SALEHA,640192,63124481,Selina Kiddye,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,1-6-2018,612
RPS FPS 83435732754346,27-3-2018 00:00:00,RP6867765184628550,RP46952083410348626685477064628883403,710.00,GBP,27-3-2018,741387,78283222,HSALEH,623456,36830643,Dario De Cristoforo,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-3-2018,612
RPS FPS 65097667791978,15-8-2018 00:00:00,RP9682655829361100,RP46824143068650606511179780109070335,973.00,GBP,15-8-2018,240951,78296222,SALEHH,549036,48162395,Ricardo Simmance,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,15-8-2018,812
RPS FPS 47108051721323,9-10-2018 00:00:00,RP1259796876176460,RP46819722157860401756981103339031565,436.00,GBP,9-10-2018,349328,78344222,SALEHMOHAMMED,858060,83320972,Barclay Gilpin,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,9-10-2018,812
RPS FPS 63630083178242,24-9-2018 00:00:00,RP6519628027232870,RP46855221955653605473979909238992165,293.00,GBP,24-9-2018,867338,78371222,SALEHMOHAMMED ABDEL-HALIM,301440,64265694,Pietra Hubner,INVOICES 22 +271,10,FPS,BOOK,COMPLETE,O,934,11,24-9-2018,603
RPS FPS 71196395700829,23-4-2018 00:00:00,RP5325062426285170,RP46980212956312547148478868988882396,873.00,GBP,23-4-2018,379427,78378222,SALEHABDEL-HALIM,587619,49156692,Louis Lopez,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,23-4-2018,612
RPS FPS 58660563391845,18-1-2018 00:00:00,RP8822759298548030,RP46849363199379415208379527469297077,825.00,GBP,18-1-2018,428246,78385222,SALEHHEMAIDA,340125,86499254,Sherwynd Slemmonds,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-1-2018,612
RPS FPS 17353802395466,25-10-2018 00:00:00,RP1362369720759930,RP46973671512276499989685688989175825,795.00,GBP,25-10-2018,543513,78443222,"ABDEL-HALIM,MOHAMMEDSALEH",284116,72146799,Anderson Goschalk,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-10-2018,812
RPS FPS 31106936875828,16-6-2018 00:00:00,RP5195630815824920,RP46913882653728601975083559559313031,976.00,GBP,16-6-2018,336084,78460222,ZINAIDASAKHAUTDINOVA,787970,79103979,Purcell Scading,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-6-2018,812
RPS FPS 10085457082191,25-4-2018 00:00:00,RP7765090805329970,RP46801073107974576672291180338825237,16.00,GBP,25-4-2018,321656,78482222,IRAIDAUSMAN,811714,76162250,Paula Sheaber,INVOICES 22 +272,10,FPS,BOOK,COMPLETE,O,934,11,25-4-2018,603
RPS FPS 81008630565773,9-6-2018 00:00:00,RP4438033798035450,RP46836101666651555961092096639081284,523.00,GBP,9-6-2018,271840,78511222,SAIDAKHATOON,608005,38598633,Vincents Vakhrushev,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,9-6-2018,612
RPS FPS 95920150208627,17-6-2018 00:00:00,RP7527858981268080,RP46949591781631731461176899928910511,656.00,GBP,17-6-2018,329329,78589222,ZAIDAALI,716756,57743350,Wallas Caroline,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-6-2018,612
RPS FPS 65444939511296,26-7-2018 00:00:00,RP4872582951600480,RP46927232786024756701676747888774336,16.00,GBP,26-7-2018,367807,78591222,ABO OBEIDAHAFEZWEAK,551309,61175643,Dawn Hamstead,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,26-7-2018,812
RPS FPS 30170012575083,6-10-2018 00:00:00,RP9627734126579210,RP46904411445935723187980360408923089,294.00,GBP,6-10-2018,548460,78604222,ALEIDARUIZ ZAVALA,284846,81133986,Torrin Toynbee,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,6-10-2018,812
RPS FPS 35508563946411,10-10-2018 00:00:00,RP8234272981646400,RP46803883379630764227292716158991003,779.00,GBP,10-10-2018,660941,78628222,ARUIZ ZAVALA,302165,63433141,Maddy Donizeau,INVOICES 22 +272,10,FPS,BOOK,COMPLETE,O,934,11,10-10-2018,603
RPS FPS 64870282797558,9-12-2018 00:00:00,RP5213858455508310,RP46884203453583345910582530059311454,601.00,GBP,9-12-2018,601810,78629222,RUIZ ZAVALAA,697405,77273507,Saxon Rawdall,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,9-12-2018,612
RPS FPS 92933636138242,26-11-2018 00:00:00,RP4878499740333220,RP46813532390460510248279457128885080,83.00,GBP,26-11-2018,352588,78636222,"MUHAMMAD,HAMEIDASALEH",568062,87342939,Margit Garstang,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,26-11-2018,612
RPS FPS 83695749283812,18-1-2018 00:00:00,RP5326410409389240,RP46915592582288386249478817378852178,59.00,GBP,18-1-2018,613502,78639222,MUHAMMADSALEH,488756,67853866,Ulrike Pomfrett,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,18-1-2018,812
RPS FPS 39480898662008,1-8-2018 00:00:00,RP9106489055171300,RP46823161420394348717590315498890926,62.00,GBP,1-8-2018,324810,78663222,HAMEIDASALEH,525705,41792698,Tanny Bailey,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,1-8-2018,812
RPS FPS 56498513612007,16-2-2018 00:00:00,RP1831912685923490,RP46813242555572417310989574878879101,218.00,GBP,16-2-2018,705923,78664222,"M,HSALEH",614421,37430273,Helga Kruse,INVOICES 22 +273,10,FPS,BOOK,COMPLETE,O,934,11,16-2-2018,603
RPS FPS 10115396022776,14-5-2018 00:00:00,RP4757063116319250,RP46940321647697383282691364749109305,792.00,GBP,14-5-2018,358127,78675222,SALEHM H,717137,86602449,Joan Blanchard,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-5-2018,612
RPS FPS 84868464288877,17-2-2018 00:00:00,RP8618455933500500,RP46966103326692606889181702829165353,994.00,GBP,17-2-2018,304537,78678222,"MUHAMMAD,HSALEH",424769,50699677,Nariko Allright,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,17-2-2018,612
RPS FPS 18478761493990,13-1-2018 00:00:00,RP1941867107129660,RP46972241235060576757878266458973336,918.00,GBP,13-1-2018,797881,78690222,SALEHMUHAMMAD H,743201,52858028,Kevan Rehorek,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-1-2018,812
RPS FPS 46028355683564,16-6-2018 00:00:00,RP6631605995600600,RP46994271849052399045185446598746737,243.00,GBP,16-6-2018,422333,78706222,SALEHMUHAMMAD,500169,45812011,Terrell Boundy,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-6-2018,812
RPS FPS 41396401571612,21-10-2018 00:00:00,RP3538347308593320,RP46820102157513672847492414968790815,201.00,GBP,21-10-2018,361924,78709222,SALEHHAMEIDA,851082,61681468,Fielding Worthington,INVOICES 22 +273,10,FPS,BOOK,COMPLETE,O,934,11,21-10-2018,603
RPS FPS 21809277482695,1-6-2018 00:00:00,RP9049145624553950,RP46929111728153563202579879568999175,437.00,GBP,1-6-2018,690249,78714222,"HAMEIDA,MUHAMMADSALEH",755589,62222562,Brocky Tewelson,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,1-6-2018,612
RPS FPS 64028109354837,10-7-2018 00:00:00,RP2830305081004290,RP46854301668040601405384565789023951,230.00,GBP,10-7-2018,504253,78718222,RASHIDAABDULLAH,849333,42347238,Port Jonsson,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,10-7-2018,612
RPS FPS 75137116173557,25-1-2018 00:00:00,RP4708063247044480,RP46814983395998614377076607809095334,488.00,GBP,25-1-2018,688786,78738222,RASHIDABEGUM,599838,81901953,Vincenty Threadkell,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,25-1-2018,812
RPS FPS 53638895226952,11-10-2018 00:00:00,RP3691869309147120,RP46846992376326666991283209798986457,209.00,GBP,11-10-2018,377723,78747222,KHALIDAAL-GHUSSEIN,789465,59807777,Dal McNair,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,11-10-2018,812
RPS FPS 69678616858312,20-5-2018 00:00:00,RP9960995252168100,RP46861931313746359069785972489175025,862.00,GBP,20-5-2018,598084,78750222,"ALI,SAMIDAAS-SAFRANI",436897,67216709,Heather McBoyle,INVOICES 22 +274,10,FPS,BOOK,COMPLETE,O,934,11,20-5-2018,603
RPS FPS 28200202975711,13-5-2018 00:00:00,RP7597480700925340,RP46968432299196414903689652218996671,602.00,GBP,13-5-2018,515610,78797222,ALIAS-SAFRANI,459780,82730796,Karleen McAllaster,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-5-2018,612
RPS FPS 72401516153560,2-5-2018 00:00:00,RP3287088071707550,RP46947521690580604494176402958936995,945.00,GBP,2-5-2018,594661,78823222,SAMIDAAS-SAFRANI,694998,83828539,Mab Twede,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,2-5-2018,612
RPS FPS 94615710508105,14-8-2018 00:00:00,RP6731260979644650,RP46805661978605431447282681859102303,948.00,GBP,14-8-2018,858507,78840222,AAS-SAFRANI,401520,46663687,Lowe Izchaki,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,14-8-2018,812
RPS FPS 98491477223311,12-2-2018 00:00:00,RP3476774519856920,RP46883332261709484621078509799347273,557.00,GBP,12-2-2018,812934,78851222,AS-SAFRANIA,865904,67628183,Fidel Grouer,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-2-2018,812
RPS FPS 26338305114657,11-12-2018 00:00:00,RP8981018541514680,RP46971813287279719849582575448974626,898.00,GBP,11-12-2018,805896,78881222,"A,SAS-SAFRANI",787389,43987850,Thaxter Felce,INVOICES 22 +274,10,FPS,BOOK,COMPLETE,O,934,11,11-12-2018,603
RPS FPS 24528562025817,15-4-2018 00:00:00,RP9210101122993120,RP46801003082717757124478088978842656,430.00,GBP,15-4-2018,719436,78928222,AS-SAFRANIA S,311749,61401739,Herold Waltering,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,15-4-2018,612
RPS FPS 26223121813345,11-6-2018 00:00:00,RP6405980016322150,RP46810811923277468888090058188861154,230.00,GBP,11-6-2018,301127,78946222,"ALI,SAS-SAFRANI",785113,50908220,Tim Oxteby,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,11-6-2018,612
RPS FPS 51761233029866,4-8-2018 00:00:00,RP9886425772527560,RP46886903329772500364976750018956628,336.00,GBP,4-8-2018,638566,78969222,AS-SAFRANIALI S,732411,73495897,Keely Crowson,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,4-8-2018,812
RPS FPS 31157284515664,22-10-2018 00:00:00,RP4387268470378010,RP46969831703463625487689792788749064,885.00,GBP,22-10-2018,253579,78991222,SAS-SAFRANI,526282,60070706,Teena Brixey,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,22-10-2018,812
RPS FPS 72627277599078,16-3-2018 00:00:00,RP5423972483077660,RP46920863346413572438786730399270383,183.00,GBP,16-3-2018,634083,78993222,AS-SAFRANIS,446627,49637087,Sianna Hallstone,INVOICES 22 +275,10,FPS,BOOK,COMPLETE,O,934,11,16-3-2018,603
RPS FPS 10779477231131,8-5-2018 00:00:00,RP1614210578992230,RP46976591652339620369692533248804037,372.00,GBP,8-5-2018,315455,78994222,AS-SAFRANIALI,359173,41189142,Brander Finan,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,8-5-2018,612
RPS FPS 39454598229248,3-10-2018 00:00:00,RP6665527357633010,RP46850893107022414366786137969259562,919.00,GBP,3-10-2018,250818,79002222,AS-SAFRANISAMIDA,711087,76608461,Ax Elsby,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,3-10-2018,612
RPS FPS 49590475685017,22-10-2018 00:00:00,RP1362792416414510,RP46951581598274596378882321969345248,787.00,GBP,22-10-2018,358764,79023222,"SAMIDA,ALIAS-SAFRANI",245812,55335602,Herby Hanway,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,22-10-2018,812
RPS FPS 53734705070477,11-4-2018 00:00:00,RP9458255262043480,RP46981711773658504661086766088899719,343.00,GBP,11-4-2018,752182,79041222,"BLANCA,ARMIDAAGUIRRE SANCHEZ",875535,73967260,Case Loudwell,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,11-4-2018,812
RPS FPS 37163555118973,17-11-2018 00:00:00,RP3460483387281040,RP46812331843763743628585379119205508,988.00,GBP,17-11-2018,368615,79046222,BLANCAAGUIRRE SANCHEZ,403394,37231487,Steward Yoakley,INVOICES 22 +275,10,FPS,BOOK,COMPLETE,O,934,11,17-11-2018,603
RPS FPS 73171291070833,2-2-2018 00:00:00,RP2399388382391540,RP46878093262346452319086293239092936,847.00,GBP,2-2-2018,399101,79048222,ARMIDAAGUIRRE SANCHEZ,823332,49110801,Paxon Guthrie,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,2-2-2018,612
RPS FPS 68710233651530,8-4-2018 00:00:00,RP7643603683966260,RP46857141895823412388179687628802677,101.00,GBP,8-4-2018,287322,79054222,BAGUIRRE SANCHEZ,500389,74852156,Laurianne Aggas,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,8-4-2018,612
RPS FPS 25582030189977,24-3-2018 00:00:00,RP9636190040076290,RP46942972447462545858485224049308180,326.00,GBP,24-3-2018,629179,79091222,AGUIRRE SANCHEZB,857353,38771093,Frederik Trewinnard,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-3-2018,812
RPS FPS 61471722675184,24-11-2018 00:00:00,RP2635630683642740,RP46947962937001409240286636159316887,40.00,GBP,24-11-2018,747753,79172222,"B,AAGUIRRE SANCHEZ",618821,45526348,Waneta Carous,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-11-2018,812
RPS FPS 36587280114969,16-4-2018 00:00:00,RP8192334914527340,RP46971102641844460071581552938839581,845.00,GBP,16-4-2018,851673,79194222,AGUIRRE SANCHEZB A,483453,45145015,Gradeigh Roylance,INVOICES 22 +276,10,FPS,BOOK,COMPLETE,O,934,11,16-4-2018,603
RPS FPS 39308671629027,13-1-2018 00:00:00,RP7017610405972810,RP46833901568381761910487054599234718,386.00,GBP,13-1-2018,806745,79230222,"BLANCA,AAGUIRRE SANCHEZ",290702,64408188,Bobbe Sparke,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-1-2018,612
RPS FPS 30090312128529,23-4-2018 00:00:00,RP3950324880135510,RP46959212331923707231290645238975862,351.00,GBP,23-4-2018,545818,79260222,AGUIRRE SANCHEZBLANCA A,662006,62163985,Bernarr Boylan,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-4-2018,612
RPS FPS 71541559158886,8-1-2018 00:00:00,RP1267033576877020,RP46893372845534363110988188379195819,427.00,GBP,8-1-2018,857964,79273222,AAGUIRRE SANCHEZ,792736,40691581,Merridie Perree,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,8-1-2018,812
RPS FPS 18453910776429,22-10-2018 00:00:00,RP2412584511200840,RP46837151368168513536085404648786862,216.00,GBP,22-10-2018,354588,79277222,AGUIRRE SANCHEZA,584663,39609347,Heinrick Farthing,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,22-10-2018,812
RPS FPS 25007603835853,12-1-2018 00:00:00,RP8765706636554410,RP46956581247241461035088904989071729,610.00,GBP,12-1-2018,516327,79288222,AGUIRRE SANCHEZBLANCA,664722,67091319,Anastassia Scandwright,INVOICES 22 +276,10,FPS,BOOK,COMPLETE,O,934,11,12-1-2018,603
RPS FPS 74002652121896,8-6-2018 00:00:00,RP4787170463365910,RP46930783069208635055288736858958415,431.00,GBP,8-6-2018,241090,79300222,AGUIRRE SANCHEZARMIDA,576402,44689294,Alana Courtenay,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,8-6-2018,612
RPS FPS 43231891154145,1-7-2018 00:00:00,RP5471738299679900,RP46917802236687508424476494159337281,628.00,GBP,1-7-2018,256023,79310222,"ARMIDA,BLANCAAGUIRRE SANCHEZ",341942,51839172,Bendicty Shakeshaft,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,1-7-2018,612
RPS FPS 92328785862345,24-4-2018 00:00:00,RP5075801657915470,RP46980711547766748723780343568806767,828.00,GBP,24-4-2018,684595,79374222,RIDAAWADWEAK,847855,36220019,Lucy La Croce,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,24-4-2018,812
RPS FPS 89236401433880,17-9-2018 00:00:00,RP3351212668272950,RP46887211249436400131777110208953206,723.00,GBP,17-9-2018,397521,79391222,"RASHID,RIDABA'ASYIR",810970,61148658,Francyne Pablos,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,17-9-2018,812
RPS FPS 78944161358402,13-10-2018 00:00:00,RP1826406484101200,RP46939923185849418753190470198943215,411.00,GBP,13-10-2018,502985,79393222,RASHIDBA'ASYIR,475616,38928326,Washington Kynton,INVOICES 22 +277,10,FPS,BOOK,COMPLETE,O,934,11,13-10-2018,603
RPS FPS 68103032385598,6-11-2018 00:00:00,RP1199084383802250,RP46907972272571382363090350228802947,82.00,GBP,6-11-2018,357481,79463222,RIDABA'ASYIR,427208,40218162,Arly Jahner,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,6-11-2018,612
RPS FPS 13477375079192,3-5-2018 00:00:00,RP6941008542905410,RP46849322102167598150882235358934783,615.00,GBP,3-5-2018,361654,79493222,RBA'ASYIR,383300,49969853,Chrystel Loukes,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,3-5-2018,612
RPS FPS 38555519825109,17-12-2018 00:00:00,RP7280026775584040,RP46889662069130654778681988659183789,871.00,GBP,17-12-2018,535055,79529222,BA'ASYIRR,485837,68049140,Shea Say,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,17-12-2018,812
RPS FPS 22619797740531,12-5-2018 00:00:00,RP2045703473114650,RP46915161237287691108392281278893619,121.00,GBP,12-5-2018,633142,79530222,"R,RBA'ASYIR",843112,72557686,Adriane Embury,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,12-5-2018,812
RPS FPS 61584787067773,26-4-2018 00:00:00,RP5784532965592860,RP46956831508730342660891062728786806,951.00,GBP,26-4-2018,467352,79566222,BA'ASYIRR R,754046,54032668,Griffith Felix,INVOICES 22 +277,10,FPS,BOOK,COMPLETE,O,934,11,26-4-2018,603
RPS FPS 57373477128462,13-9-2018 00:00:00,RP6894515725177280,RP46901982767862371911578293529242950,85.00,GBP,13-9-2018,641104,79583222,"RASHID,RBA'ASYIR",415629,74922589,Dex Abethell,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,13-9-2018,612
RPS FPS 38721627651448,1-9-2018 00:00:00,RP4679329804047140,RP46935223289762659859489952949013536,845.00,GBP,1-9-2018,828746,79679222,BA'ASYIRRASHID R,259559,74337159,Katharina Pomphrett,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,1-9-2018,612
