FPS Payment data,,,,,,,,,,,,,,,,,,,,,,
MESSAGE_IDR,CREATION_TMP,TRANSACTION_REFERENCE_NUM,FPS_IDR,SETTLEMENT_AMT,SETTLEMENT_CURRENCY_CDE,PAYMENT_REQUEST_SENT_DTE,ORIGINATING_CR_INST_SRT_CDE,ORIGINATING_CUS_ACC_NUM,ORIGINATING_CUS_ACC_NME,BENEFICIARY_CR_INST_SRT_CDE,BENEFICIARY_CUS_ACC_NUM,BENEFICIARY_CUS_ACC_NME,BENEF_CUS_ACC_ADDNL_IDENT_REF,PAYMENT_TYPE_CDE,CREDIT_PAYMENT_METHOD_VAL,DEBIT_PAYMENT_METHOD_VAL,MESSAGE_STATUS_CDE,MESSAGE_DIRECTION_CDE,SUBMITTING_MEMBER_BANK_CDE,RECEIVING_MEMBER_BANK_CDE,SETTLEMENT_DTE,ORIGINATING_SYSTEM_CDE
RPS FPS 12749432606008,13-12-2018 00:00,RP4511746070139460,RP46858693263283547658483193958898063,814,GBP,13-12-2018,494769,61742222,Henka Melling,274595,47898929,"F,H,AAL-KHASHIBAN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-12-2018,812
RPS FPS 84752712895840,06-04-2018 00:00,RP8275572043257700,RP46958533388500462864283074778842317,449,GBP,06-04-2018,756743,61778222,Costanza Elleyne,456369,61634907,AL-KHASHIBANF H A,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,06-04-2018,812
RPS FPS 40740602516526,15-11-2018 00:00,RP5160758871405120,RP46808403179379691430083895439316429,303,GBP,15-11-2018,784084,61797222,Colby Bruinsma,443714,55227309,AL-KHASHIBANFAHAD H,INVOICES 22 +196,10,FPS,BOOK,COMPLETE,O,934,11,15-11-2018,603
RPS FPS 14407132957552,14-08-2018 00:00,RP4973960250670160,RP46994593366031695293487169628909458,818,GBP,14-08-2018,705554,61847222,Lonnard Crips,443772,48325770,"FAHAD,AAL-KHASHIBAN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,14-08-2018,612
RPS FPS 46361891957230,23-08-2018 00:00,RP9461177320291790,RP46829172678911533749893160849298950,272,GBP,23-08-2018,803598,61861222,Minta Verden,435241,66006782,AL-KHASHIBANFAHAD A,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,23-08-2018,612
RPS FPS 55389791308238,04-08-2018 00:00,RP9945869741126570,RP46994512661938534875888580819061901,900,GBP,04-08-2018,595045,61862222,Kip Januszkiewicz,815598,72056374,AL-KHASHIBANH,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,04-08-2018,812
RPS FPS 16275719044525,16-09-2018 00:00,RP1880216280480140,RP46883391219363386586983266368979378,681,GBP,16-09-2018,689889,61880222,Lilla Bowdidge,555946,43787471,AL-KHASHIBANA,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,16-09-2018,812
RPS FPS 16673746817454,22-04-2018 00:00,RP2632707140332020,RP46821281311035548830789686038987295,366,GBP,22-04-2018,490762,61882222,Trip Marrett,742359,79105746,AL-KHASHIBANFAHAD,INVOICES 22 +196,10,FPS,BOOK,COMPLETE,O,934,11,22-04-2018,603
RPS FPS 31982248688216,02-03-2018 00:00,RP6929365541754540,RP46937082724262755585380845388778199,42,GBP,02-03-2018,615236,61896222,Ansley Nares,479679,57349661,"H,FAHADAL-KHASHIBAN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,02-03-2018,612
RPS FPS 25468687313177,12-01-2018 00:00,RP2041700502439470,RP46919651349210483591193407529017322,919,GBP,12-01-2018,437008,61940222,Reagen Cosens,292888,59727488,"FAHAD,H,AAL-KHOSIBAN",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,12-01-2018,612
RPS FPS 60932289519425,17-03-2018 00:00,RP8367399316858760,RP46803332845477604987282780858748942,387,GBP,17-03-2018,249326,61986222,Temp Dowse,849969,65893194,FAHADAL-KHOSIBAN,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,17-03-2018,812
RPS FPS 53223095775882,24-05-2018 00:00,RP9243929231173190,RP46854021651012513438578187069157000,354,GBP,24-05-2018,599711,61997222,Elmore Elam,455440,67976269,"FAHAD,HAL-KHOSIBAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-05-2018,812
RPS FPS 62596605268345,18-10-2018 00:00,RP1310854278502480,RP46937591699610538216187734708868167,295,GBP,18-10-2018,524031,62002222,Sibby Blaxill,698804,49188666,HAL-KHOSIBAN,INVOICES 22 +197,10,FPS,BOOK,COMPLETE,O,934,11,18-10-2018,603
RPS FPS 84830719602240,22-10-2018 00:00,RP9464473771809160,RP46806812671486484150986823239047272,886,GBP,22-10-2018,406538,62043222,Trueman Garretson,739949,77299522,AAL-KHOSIBAN,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,22-10-2018,612
RPS FPS 67979264833807,20-09-2018 00:00,RP3150072610296770,RP46854332762839545773086231008864714,173,GBP,20-09-2018,439021,62046222,Irina Starrs,454874,35614150,FAL-KHOSIBAN,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,20-09-2018,612
RPS FPS 93152070603127,26-03-2018 00:00,RP7508860095135920,RP46843812784604617249788416059049872,738,GBP,26-03-2018,334351,62091222,Hieronymus Capoun,526234,79839160,AL-KHOSIBANF,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,26-03-2018,812
RPS FPS 60654040843720,06-06-2018 00:00,RP1657571624114170,RP46878222217698606248877960838989537,512,GBP,06-06-2018,283504,62093222,Bron Havile,813742,36386454,"F,HAL-KHOSIBAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,06-06-2018,812
RPS FPS 14384891871025,17-05-2018 00:00,RP1472160610777850,RP46850033348679583032992260728853349,804,GBP,17-05-2018,711454,62114222,Frasco Skegg,247215,54348041,AL-KHOSIBANF H,INVOICES 22 +197,10,FPS,BOOK,COMPLETE,O,934,11,17-05-2018,603
RPS FPS 27491770742347,08-09-2018 00:00,RP4222191571482130,RP46815482717843400812878552939351508,497,GBP,08-09-2018,845391,62125222,Stesha Casterou,424324,45781408,"F,H,AAL-KHOSIBAN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-09-2018,612
RPS FPS 25102715363579,19-01-2018 00:00,RP4319454463303390,RP46828341962067525560480470189106618,984,GBP,19-01-2018,376710,62150222,Nerti Jelly,779154,39184220,AL-KHOSIBANF H A,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,19-01-2018,612
RPS FPS 85200517941757,17-11-2018 00:00,RP2558719893872050,RP46852172756592363910692008609236776,49,GBP,17-11-2018,549805,62159222,Angelico Carolan,790419,78180722,AL-KHOSIBANFAHAD H,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,17-11-2018,812
RPS FPS 79730870009468,05-04-2018 00:00,RP1564289986983770,RP46827912339548656264282974649001005,146,GBP,05-04-2018,377796,62182222,Ingamar Fist,338401,47642210,"FAHAD,AAL-KHOSIBAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,05-04-2018,812
RPS FPS 84561006715607,14-09-2018 00:00,RP3071717237497920,RP46810122262626495469481488198912323,423,GBP,14-09-2018,592889,62190222,Phelia Lochet,567987,54051974,AL-KHOSIBANFAHAD A,INVOICES 22 +198,10,FPS,BOOK,COMPLETE,O,934,11,14-09-2018,603
RPS FPS 16884931831174,02-01-2018 00:00,RP1774007341725110,RP46941253147868665601879289829038998,359,GBP,02-01-2018,270815,62201222,Mata Domney,500111,60116696,AL-KHOSIBANH,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,02-01-2018,612
RPS FPS 99554667497941,21-04-2018 00:00,RP8509979727409050,RP46961872949801701180077854109325402,311,GBP,21-04-2018,729221,62220222,Ned Dowsey,381062,35376613,AL-KHOSIBANA,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,21-04-2018,612
RPS FPS 57007520801573,06-12-2018 00:00,RP6537631550298810,RP46808212942268458554987566029120325,562,GBP,06-12-2018,742144,62261222,Amaleta Cicchitello,682034,85881708,AL-KHOSIBANFAHAD,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,06-12-2018,812
RPS FPS 91670290766614,26-12-2018 00:00,RP6602044680286380,RP46864462693847498554390488819161151,785,GBP,26-12-2018,784786,62263222,Carl Brownsword,265880,43437389,"H,FAHADAL-KHOSIBAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,26-12-2018,812
RPS FPS 99160921755753,04-07-2018 00:00,RP1068168862856930,RP46862332531679683239987683079099708,402,GBP,04-07-2018,488555,62276222,Tyrus Dare,301966,78983514,"FAHAD,H,AKHASHAYBAN",INVOICES 22 +198,10,FPS,BOOK,COMPLETE,O,934,11,04-07-2018,603
RPS FPS 50513263244490,17-02-2018 00:00,RP6642532222765090,RP46845951547367582566280226229329366,173,GBP,17-02-2018,325373,62291222,Jerry Shakle,636511,70251112,FAHADKHASHAYBAN,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-02-2018,612
RPS FPS 53980115299520,16-04-2018 00:00,RP7334182996750300,RP46851042737367434398679965259242326,353,GBP,16-04-2018,309046,62308222,Chuck D'Enrico,628128,56722606,"FAHAD,HKHASHAYBAN",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,16-04-2018,612
RPS FPS 88740532521594,26-11-2018 00:00,RP3851279414201530,RP46881631968811521087890222108746280,664,GBP,26-11-2018,473689,62333222,Farra Mewhirter,291898,51503297,HKHASHAYBAN,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,26-11-2018,812
RPS FPS 55949402835884,05-02-2018 00:00,RP5076332815793310,RP46847723162921400649784897118886206,329,GBP,05-02-2018,680231,62345222,Wilfrid Sambeck,705593,82476277,AKHASHAYBAN,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,05-02-2018,812
RPS FPS 45726705532686,15-02-2018 00:00,RP7427907997459380,RP46985421767241500722177888649169591,112,GBP,15-02-2018,743765,62377222,Oliver Durbridge,322699,43046485,FKHASHAYBAN,INVOICES 22 +199,10,FPS,BOOK,COMPLETE,O,934,11,15-02-2018,603
RPS FPS 29663151274300,24-12-2018 00:00,RP3868455616774520,RP46989411196512456773577145098756523,396,GBP,24-12-2018,377150,62389222,Julius Munson,808954,40296923,KHASHAYBANF,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,24-12-2018,612
RPS FPS 50730919920223,03-06-2018 00:00,RP8430006658197140,RP46919732582171610704992587778758446,207,GBP,03-06-2018,278072,62434222,Berni O'Lahy,422326,48779863,"F,HKHASHAYBAN",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,03-06-2018,612
RPS FPS 12515165514431,03-10-2018 00:00,RP1066450190071390,RP46833992115363519384677545148786283,449,GBP,03-10-2018,794905,62472222,Russ Beedom,560952,70540140,KHASHAYBANF H,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,03-10-2018,812
RPS FPS 62521225080215,20-04-2018 00:00,RP4786850881224690,RP46950083014858428022777194678971123,701,GBP,20-04-2018,730051,62476222,Vidovic Jevon,668001,57075029,"F,H,AKHASHAYBAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,20-04-2018,812
RPS FPS 63795302723391,08-11-2018 00:00,RP3978509059783790,RP46852621539459597278586329589218914,183,GBP,08-11-2018,811984,62494222,Isaak Latey,701980,75165200,KHASHAYBANF H A,INVOICES 22 +199,10,FPS,BOOK,COMPLETE,O,934,11,08-11-2018,603
RPS FPS 13879645295124,10-07-2018 00:00,RP6531670930135820,RP46883412330073486273390185519336296,73,GBP,10-07-2018,830671,62495222,Gianina Gover,267006,75821869,KHASHAYBANFAHAD H,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,10-07-2018,612
RPS FPS 97222980178482,22-08-2018 00:00,RP1214446972534950,RP46854481195716613200791338818847423,997,GBP,22-08-2018,400601,62508222,Claribel Butson,333282,63014782,"FAHAD,AKHASHAYBAN",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,22-08-2018,612
RPS FPS 94255744830925,27-11-2018 00:00,RP6402374344753590,RP46833752257450532039678086029174053,526,GBP,27-11-2018,313568,62517222,Mackenzie Fenwick,444762,78694861,KHASHAYBANFAHAD A,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,27-11-2018,812
RPS FPS 76671136941756,14-12-2018 00:00,RP8130422886524510,RP46962982352394704507490255659349695,443,GBP,14-12-2018,519335,62603222,Geri Lemar,455457,67875748,KHASHAYBANH,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,14-12-2018,812
RPS FPS 11465664448953,13-12-2018 00:00,RP8408350894698800,RP46952771858727435712783779578880603,911,GBP,13-12-2018,239006,62669222,Brok Floch,425427,37688790,KHASHAYBANA,INVOICES 22 +200,10,FPS,BOOK,COMPLETE,O,934,11,13-12-2018,603
RPS FPS 18614170714804,26-05-2018 00:00,RP7407239465392920,RP46817442064437370929184960479000182,573,GBP,26-05-2018,382430,62670222,Garrot Lippitt,574081,78086183,KHASHAYBANFAHAD,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-05-2018,612
RPS FPS 22830400181055,21-12-2018 00:00,RP9362623124093450,RP46952431287817744353792346929074490,811,GBP,21-12-2018,553792,62680222,Tandie Hegley,547534,52320846,"H,FAHADKHASHAYBAN",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,21-12-2018,612
RPS FPS 25157199332279,17-06-2018 00:00,RP9139275648989810,RP46903722210615496060679397958795426,456,GBP,17-06-2018,547206,62691222,Wenona O'Gleasane,733661,51325727,"FAHAD,H,AKHASIBAN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,17-06-2018,812
RPS FPS 87656967125182,03-10-2018 00:00,RP8295596931532690,RP46917411424633419853491491448760307,310,GBP,03-10-2018,632471,62729222,Dore Tidball,682390,65711637,FAHADKHASIBAN,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,03-10-2018,812
RPS FPS 85299082528408,16-02-2018 00:00,RP3484122383750760,RP46829502761769678040680948959092558,881,GBP,16-02-2018,552186,62731222,Damaris Kolodziejski,243830,86132138,"FAHAD,HKHASIBAN",INVOICES 22 +200,10,FPS,BOOK,COMPLETE,O,934,11,16-02-2018,603
RPS FPS 18303561765796,26-11-2018 00:00,RP2210544029991110,RP46917213015510546064186860699338454,859,GBP,26-11-2018,240775,62783222,Jemmie Woolmore,656011,67505461,HKHASIBAN,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-11-2018,612
RPS FPS 42677132372656,02-11-2018 00:00,RP6179157570343870,RP46971342482921641786184985299279309,759,GBP,02-11-2018,835121,62784222,Konstantine Grzesiak,256573,69578291,AKHASIBAN,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,02-11-2018,612
RPS FPS 43621424632735,01-05-2018 00:00,RP8167551095540290,RP46806182460926559403489012759048960,317,GBP,01-05-2018,775283,62788222,Revkah Cordingly,556290,71356245,FKHASIBAN,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,01-05-2018,812
RPS FPS 78505379734882,08-06-2018 00:00,RP9613334744242240,RP46996691908354755166185549589269888,488,GBP,08-06-2018,565177,62790222,Chelsea Rushsorth,341012,49770219,KHASIBANF,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,08-06-2018,812
RPS FPS 26599190000686,19-08-2018 00:00,RP8630606622150290,RP46834103379637421584281437469136693,769,GBP,19-08-2018,646380,62797222,Barclay Harbertson,404003,58164246,"F,HKHASIBAN",INVOICES 22 +201,10,FPS,BOOK,COMPLETE,O,934,11,19-08-2018,603
RPS FPS 42165825218871,05-01-2018 00:00,RP6909246349211000,RP46897182710238624956588026769211361,43,GBP,05-01-2018,553234,62803222,Joshua Hadkins,241908,62041031,KHASIBANF H,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,05-01-2018,612
RPS FPS 80235853840598,18-10-2018 00:00,RP4277812388850580,RP46867503347448668375692485388915344,959,GBP,18-10-2018,534300,62812222,Kori Ballintyne,684655,40117603,"F,H,AKHASIBAN",TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,18-10-2018,612
RPS FPS 68886781560416,23-12-2018 00:00,RP7390948061313910,RP46952191989236596473087008348930005,373,GBP,23-12-2018,251653,62840222,Joel Fell,856034,57299544,KHASIBANF H A,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,23-12-2018,812
RPS FPS 10224732796257,04-04-2018 00:00,RP6724030346378130,RP46831372526109402386484157518874538,580,GBP,04-04-2018,311170,62857222,Wallache Mitchall,873945,81469926,KHASIBANFAHAD H,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,04-04-2018,812
RPS FPS 92581084173096,17-08-2018 00:00,RP8157223233673710,RP46812181510867579429081179528854272,689,GBP,17-08-2018,873836,62904222,Tris Duesberry,563328,65253379,"FAHAD,AKHASIBAN",INVOICES 22 +201,10,FPS,BOOK,COMPLETE,O,934,11,17-08-2018,603
RPS FPS 22595020476310,08-09-2018 00:00,RP3376937389949490,RP46906193005445532625482006998800195,435,GBP,08-09-2018,268449,62908222,Bridget Broschek,444702,52781197,KHASIBANFAHAD A,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,08-09-2018,612
RPS FPS 16696935582740,24-05-2018 00:00,RP4382533844437000,RP46820512887967387701378671419155565,280,GBP,24-05-2018,838996,62911222,Jessy Edgecombe,786049,81738036,KHASIBANH,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,24-05-2018,612
RPS FPS 70481845540547,18-02-2018 00:00,RP4583428706045070,RP46863032264877749828992725838830413,658,GBP,18-02-2018,865220,62919222,Eddi Dulwitch,715958,77579260,KHASIBANA,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,18-02-2018,812
RPS FPS 50580280349911,07-10-2018 00:00,RP9167776633165550,RP46865653440486753930779772769317170,446,GBP,07-10-2018,466936,62926222,Kinsley Blazej,751744,46801627,KHASIBANFAHAD,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,07-10-2018,812
RPS FPS 80488344294957,23-04-2018 00:00,RP1796982912582020,RP46947352757204761560190259379025193,397,GBP,23-04-2018,705831,62938222,Johnny Pinckney,619977,60246991,"H,FAHADKHASIBAN",INVOICES 22 +202,10,FPS,BOOK,COMPLETE,O,934,11,23-04-2018,603
RPS FPS 41567580299700,06-08-2018 00:00,RP2837981663371730,RP46953351639495733430481017429186666,775,GBP,06-08-2018,243584,62939222,Wanids Willwood,519324,76152602,"FAHAD,H,AKHESHAIBAN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,06-08-2018,612
RPS FPS 97043641370264,06-03-2018 00:00,RP1439411331534760,RP46976511979612353313189713738785489,898,GBP,06-03-2018,637782,62946222,Yorgos Ianittello,429454,54184971,FAHADKHESHAIBAN,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,06-03-2018,612
RPS FPS 31701173218566,13-08-2018 00:00,RP3732767820782850,RP46932731976121428202889633358786471,66,GBP,13-08-2018,396060,62952222,Oralie Shovell,617979,37171013,"FAHAD,HKHESHAIBAN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-08-2018,812
RPS FPS 93052543615391,03-11-2018 00:00,RP7534842664627120,RP46956342831132665197777640658969456,874,GBP,03-11-2018,346793,62969222,Marcello Witterick,305024,83958671,HKHESHAIBAN,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,03-11-2018,812
RPS FPS 96663982109626,21-11-2018 00:00,RP8331364860010800,RP46983971636223703848882406118995762,191,GBP,21-11-2018,238414,63088222,Rabi Cheers,370501,57983437,AKHESHAIBAN,INVOICES 22 +202,10,FPS,BOOK,COMPLETE,O,934,11,21-11-2018,603
RPS FPS 88199887076796,19-09-2018 00:00,RP8505482725582490,RP46964541955658515925189254959211819,34,GBP,19-09-2018,634652,63092222,Milo Abbet,522586,80173876,FKHESHAIBAN,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,19-09-2018,612
RPS FPS 64502645038563,03-09-2018 00:00,RP9823098578330720,RP46851373270927534209887669309207188,782,GBP,03-09-2018,532104,63105222,Maxie Bonallack,699890,37430258,KHESHAIBANF,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,03-09-2018,612
RPS FPS 65792300898453,13-12-2018 00:00,RP8823855119235450,RP46850781170168370019281123709217503,309,GBP,13-12-2018,660388,63110222,Leonhard Carlick,459011,38073904,"F,HKHESHAIBAN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,13-12-2018,812
RPS FPS 91616175251334,25-03-2018 00:00,RP8369138892374720,RP46925522613532726761977013328768731,860,GBP,25-03-2018,281263,63134222,Corinne Merton,670545,84734109,KHESHAIBANF H,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,25-03-2018,812
RPS FPS 73586815922062,16-10-2018 00:00,RP7369386710812200,RP46979472557102475946489460468767185,371,GBP,16-10-2018,236742,63157222,Dimitri Empringham,661691,55436742,"F,H,AKHESHAIBAN",INVOICES 22 +203,10,FPS,BOOK,COMPLETE,O,934,11,16-10-2018,603
RPS FPS 66305975182472,05-10-2018 00:00,RP2591600027245100,RP46959603356383669778080433359097226,866,GBP,05-10-2018,574369,63172222,Zebadiah Trehearne,829459,45315545,KHESHAIBANF H A,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,05-10-2018,612
RPS FPS 60783355518539,27-09-2018 00:00,RP8997153282215410,RP46980973373367354419890789788892539,530,GBP,27-09-2018,408506,63196222,Lauretta Daouse,286006,76442878,KHESHAIBANFAHAD H,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,27-09-2018,612
RPS FPS 95063401259997,09-02-2018 00:00,RP4951484958271180,RP46962842657559510263480153079153164,877,GBP,09-02-2018,395081,63212222,Dione McGauhy,317082,86267612,"FAHAD,AKHESHAIBAN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,09-02-2018,812
RPS FPS 30559138758690,24-01-2018 00:00,RP9243984300009340,RP46852102471028501735179009488917278,135,GBP,24-01-2018,669367,63220222,Jamil Goligly,533031,68338198,KHESHAIBANFAHAD A,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,24-01-2018,812
RPS FPS 14507664190242,16-02-2018 00:00,RP3608608430151290,RP46822712081342695027184564739160187,192,GBP,16-02-2018,700081,63238222,Finley Pattlel,268626,61852981,KHESHAIBANH,INVOICES 22 +203,10,FPS,BOOK,COMPLETE,O,934,11,16-02-2018,603
RPS FPS 40190414470698,17-01-2018 00:00,RP4785041925479850,RP46850761868202486232292259918758760,801,GBP,17-01-2018,239709,63288222,Lanni Cunniam,418647,71623612,KHESHAIBANA,EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,17-01-2018,612
RPS FPS 23978368496559,06-06-2018 00:00,RP3635736024056490,RP46809421188923655838683887978775079,535,GBP,06-06-2018,326120,63289222,Torrance Teale,810671,36585195,KHESHAIBANFAHAD,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,06-06-2018,612
RPS FPS 32894340938861,16-10-2018 00:00,RP2634970399619640,RP46895332682181493105186509148826747,309,GBP,16-10-2018,641675,63292222,Iorgo Shirt,793748,62358250,"H,FAHADKHESHAIBAN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,16-10-2018,812
RPS FPS 43996831497293,01-06-2018 00:00,RP4248691989760140,RP46815311386287676781880255309328290,761,GBP,01-06-2018,757152,63388222,Lindsy Semon,537909,61559769,"FAHAD,H,AKHESHAYBAN",NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,01-06-2018,812
RPS FPS 96384506743635,13-11-2018 00:00,RP3344974417811610,RP46924182590680469677477592289106656,229,GBP,13-11-2018,864179,63400222,Ricardo Hurlin,728093,44076017,FAHADKHESHAYBAN,INVOICES 22 +204,10,FPS,BOOK,COMPLETE,O,934,11,13-11-2018,603
RPS FPS 90377948836187,26-11-2018 00:00,RP5178608922651330,RP46958351501835751675887211379024288,745,GBP,26-11-2018,328907,63406222,Steffane Shanks,637769,81613243,"FAHAD,HKHESHAYBAN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,26-11-2018,612
RPS FPS 79106583116244,07-04-2018 00:00,RP8288906372876140,RP46938731699204581666578108209257314,300,GBP,07-04-2018,747348,63417222,Matthieu Pond-Jones,242858,84226307,HKHESHAYBAN,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,07-04-2018,612
RPS FPS 36579681412044,17-02-2018 00:00,RP2556619277142390,RP46941021976868688550886236788908178,710,GBP,17-02-2018,848704,63449222,Freddie Worthy,318171,48473271,AKHESHAYBAN,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,17-02-2018,812
RPS FPS 30837038939876,22-03-2018 00:00,RP4452563088390240,RP46816571614942697320288294128761928,127,GBP,22-03-2018,817003,63467222,Bear Book,680290,42060095,FKHESHAYBAN,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,22-03-2018,812
RPS FPS 55627144585710,09-05-2018 00:00,RP2250991023198890,RP46944132224690470626277216909057420,775,GBP,09-05-2018,597109,63470222,Lincoln Gabe,418105,68835862,KHESHAYBANF,INVOICES 22 +204,10,FPS,BOOK,COMPLETE,O,934,11,09-05-2018,603
RPS FPS 58160536321549,23-07-2018 00:00,RP6556982630613270,RP46813443423195668732777159629311477,169,GBP,23-07-2018,292226,63473222,Merissa Cowpertwait,398647,61341738,"F,HKHESHAYBAN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,23-07-2018,612
RPS FPS 18752551039458,06-04-2018 00:00,RP9848237582068850,RP46875511344614602153188815058946496,483,GBP,06-04-2018,248692,63481222,Marve Baudet,542756,40135850,KHESHAYBANF H,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,06-04-2018,612
RPS FPS 46780796775380,17-01-2018 00:00,RP5240436855520000,RP46957201438875489382693051919354120,284,GBP,17-01-2018,239336,63515222,Clarisse Whiffin,569874,39161165,"F,H,AKHESHAYBAN",ABDO,10,FPS,BOOK,COMPLETE,O,934,13,17-01-2018,812
RPS FPS 53478165269411,17-02-2018 00:00,RP8043381428870410,RP46887191527638683466078238499203051,294,GBP,17-02-2018,426325,63518222,Nanine Peddersen,575644,48479346,KHESHAYBANF H A,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,17-02-2018,812
RPS FPS 89913712301384,16-04-2018 00:00,RP6080983859945780,RP46967992524074626467878436589030351,775,GBP,16-04-2018,521261,63535222,Gerik Kulas,278063,83528390,KHESHAYBANFAHAD H,INVOICES 22 +205,10,FPS,BOOK,COMPLETE,O,934,11,16-04-2018,603
RPS FPS 32371614299116,10-10-2018 00:00,RP9333713187563440,RP46926473351273520015382072429009847,173,GBP,10-10-2018,254272,63559222,Beck Chasmer,725465,80985898,"FAHAD,AKHESHAYBAN",EMER  IRONING,10,FPS,BOOK,COMPLETE,O,934,11,10-10-2018,612
RPS FPS 16489162242545,13-10-2018 00:00,RP7247777555572460,RP46997941913467593767277526848809714,912,GBP,13-10-2018,632540,63562222,Nickola McFeat,843444,41847145,KHESHAYBANFAHAD A,TRAINING,10,FPS,BOOK,COMPLETE,O,934,4,13-10-2018,612
RPS FPS 60628521312395,09-02-2018 00:00,RP1783605939732150,RP46831781760257442672884215069251719,417,GBP,09-02-2018,828574,63569222,Dalenna Monks,407508,39411976,KHESHAYBANH,ABDO,10,FPS,BOOK,COMPLETE,O,934,13,09-02-2018,812
RPS FPS 67238388260948,01-07-2018 00:00,RP3180795041211230,RP46807623413388598398878535599267859,546,GBP,01-07-2018,864369,63570222,Feliza Chaters,453590,60072782,KHESHAYBANA,NUMAAN,10,FPS,BOOK,COMPLETE,O,934,932,01-07-2018,812
